0	2002
1	2003
2	2003
3	2005
4	2005
5	2005
6	2003
7	1993
8	1997
9	2000
10	1997
11	1993
12	2002
13	1997
14	2003
15	2005
16	2000
17	1996
18	1993
19	1995
20	1997
21	1999
22	2003
23	1995
24	2003
25	2001
26	2003
27	1996
28	2001
29	2003
30	2003
31	1998
32	1993
33	2000
34	2002
35	2000
36	2003
37	2005
38	1999
39	2004
40	2005
41	2003
42	2005
43	2000
44	1998
45	1995
46	1997
47	1995
48	2004
49	1993
50	2005
51	1993
52	2005
53	2003
54	1994
55	2002
56	2002
57	2008
58	2001
59	2003
60	1995
61	2002
62	2000
63	2001
64	1992
65	2001
66	1994
67	2005
68	2001
69	1994
70	2002
71	2000
72	2003
73	1994
74	2000
75	1999
76	1999
77	1994
78	2003
79	2004
80	2005
81	2005
82	1994
83	2004
84	2002
85	2005
86	2005
87	2003
88	2001
89	1998
90	2002
91	2000
92	2003
93	1997
94	2000
95	2002
96	1995
97	2001
98	1993
99	2000
100	1996
101	2003
102	2004
103	2001
104	1999
105	2001
106	1995
107	1994
108	1994
109	2002
110	2005
111	2003
112	2000
113	1993
114	1998
115	2002
116	2005
117	1993
118	1995
119	2001
120	2004
121	1992
122	2001
123	2003
124	1997
125	2001
126	2005
127	2003
128	2003
129	1998
130	1994
131	2003
132	2002
133	2005
134	2002
135	2002
136	2001
137	1995
138	1995
139	1999
140	1994
141	1994
142	1994
143	1998
144	1993
145	1998
146	2003
147	2001
148	1999
149	2003
150	1993
151	2002
152	2003
153	2002
154	2002
155	2005
156	1993
157	2002
158	1996
159	2004
160	2005
161	1994
162	1997
163	2004
164	2004
165	2002
166	2005
167	1995
168	2004
169	2004
170	1998
171	2000
172	1997
173	1998
174	1997
175	2005
176	1997
177	1994
178	1999
179	2000
180	2000
181	2004
182	1997
183	1997
184	1993
185	2003
186	2000
187	1994
188	2004
189	1993
190	1997
191	1999
192	1998
193	1999
194	1998
195	1996
196	1998
197	2005
198	2005
199	2004
200	2004
201	1998
202	2000
203	2001
204	1996
205	2000
206	1993
207	2004
208	1998
209	2002
210	2001
211	2002
212	1995
213	2003
214	1993
215	1994
216	2002
217	2004
218	2000
219	2005
220	1998
221	1998
222	1999
223	2004
224	2005
225	2002
226	2002
227	2004
228	2004
229	1997
230	2005
231	2002
232	1993
233	1998
234	2002
235	2004
236	2001
237	2004
238	1993
239	2003
240	2002
241	1998
242	2001
243	2005
244	2005
245	2005
246	2000
247	1993
248	2001
249	2005
250	2005
251	1999
252	2001
253	2001
254	2003
255	1999
256	2002
257	2000
258	1995
259	2001
260	1993
261	1998
262	1996
263	2005
264	2001
265	1994
266	2003
267	2005
268	2003
269	1993
270	1993
271	2004
272	1993
273	2005
274	1994
275	2005
276	2005
277	2005
278	2005
279	2003
280	2005
281	2001
282	1992
283	1996
284	2004
285	2001
286	1997
287	2005
288	2002
289	1998
290	1997
291	2001
292	2005
293	1996
294	2002
295	2002
296	2005
297	1997
298	2004
299	2005
300	1999
301	2005
302	1994
303	1999
304	2000
305	2001
306	2003
307	1999
308	2003
309	1999
310	2002
311	2001
312	1994
313	2005
314	2000
315	2001
316	2004
317	1993
318	1998
319	1997
320	1995
321	1999
322	2001
323	2002
324	2002
325	2005
326	2003
327	1995
328	1996
329	2005
330	2002
331	2005
332	1993
333	2005
334	2005
335	1993
336	1993
337	2001
338	1995
339	1997
340	2005
341	1996
342	2005
343	1993
344	1994
345	2000
346	2002
347	1995
348	2000
349	2005
350	2003
351	1994
352	1996
353	2001
354	2002
355	1998
356	2005
357	2003
358	1993
359	2004
360	2004
361	2005
362	1994
363	1993
364	1994
365	1996
366	1997
367	2001
368	2005
369	1995
370	2005
371	2003
372	1999
373	1998
374	2004
375	1998
376	2001
377	1993
378	2005
379	1998
380	2002
381	1993
382	1999
383	2001
384	1999
385	2005
386	2002
387	2003
388	1996
389	2005
390	2004
391	2001
392	1996
393	1996
394	1995
395	1993
396	1995
397	2003
398	2005
399	2000
400	1998
401	1998
402	1997
403	1998
404	1994
405	2002
406	2001
407	1999
408	2002
409	2005
410	1998
411	2001
412	2003
413	1994
414	2005
415	2005
416	2003
417	2003
418	1996
419	2004
420	1994
421	1999
422	2000
423	2001
424	1997
425	1997
426	2004
427	2005
428	2002
429	1996
430	1993
431	2005
432	2005
433	2005
434	1999
435	2000
436	2005
437	2004
438	1999
439	2002
440	1999
441	2003
442	1994
443	1993
444	2001
445	1994
446	1994
447	1992
448	2002
449	1993
450	2003
451	2001
452	1995
453	1997
454	1998
455	2000
456	2001
457	1993
458	1999
459	2002
460	1994
461	1994
462	2004
463	1997
464	2001
465	2005
466	2005
467	2004
468	2000
469	1994
470	1995
471	2005
472	2005
473	2004
474	2001
475	2000
476	2005
477	2004
478	2005
479	1994
480	1994
481	1999
482	2003
483	2000
484	2002
485	1994
486	2000
487	1999
488	2000
489	2005
490	2004
491	2000
492	1999
493	2000
494	1999
495	1999
496	1999
497	1999
498	1997
499	1993
500	1999
501	1998
502	2002
503	1999
504	1999
505	2003
506	2003
507	1996
508	1997
509	1997
510	1996
511	1996
512	1993
513	2005
514	1994
515	1999
516	2001
517	2004
518	1998
519	1994
520	2004
521	1997
522	2002
523	2002
524	2005
525	1996
526	2002
527	2002
528	2002
529	1996
530	1996
531	1993
532	2005
533	2000
534	2000
535	2001
536	1996
537	1997
538	1995
539	1994
540	2000
541	2002
542	1994
543	1994
544	2004
545	1996
546	2001
547	2005
548	1997
549	1995
550	2000
551	2005
552	2000
553	2000
554	2005
555	2001
556	2002
557	2005
558	2002
559	2005
560	2002
561	2005
562	2002
563	2000
564	2002
565	1996
566	2002
567	2005
568	2005
569	2005
570	2001
571	2005
572	2003
573	2004
574	2005
575	2004
576	2004
577	1995
578	2004
579	2002
580	1998
581	1995
582	1997
583	1996
584	1997
585	1999
586	2000
587	1998
588	2005
589	1993
590	2002
591	2003
592	2005
593	2005
594	1999
595	1995
596	2003
597	1995
598	1997
599	2005
600	1999
601	2004
602	2000
603	2004
604	2001
605	2004
606	2005
607	2003
608	1995
609	2004
610	1997
611	2004
612	2003
613	2003
614	2003
615	1995
616	2004
617	2001
618	1993
619	2003
620	2000
621	1993
622	1995
623	2001
624	2005
625	2003
626	2002
627	2002
628	2005
629	2005
630	2001
631	2001
632	1995
633	2000
634	2001
635	1997
636	1996
637	1994
638	2002
639	2001
640	2002
641	1996
642	1992
643	1994
644	2005
645	1995
646	2004
647	1994
648	2005
649	1998
650	1999
651	2002
652	2005
653	1998
654	2001
655	2003
656	1993
657	2001
658	1995
659	1999
660	1998
661	1993
662	2004
663	2004
664	2002
665	1997
666	1995
667	1993
668	1995
669	2005
670	1995
671	2004
672	2001
673	2005
674	1995
675	2003
676	2004
677	2000
678	1997
679	2005
680	2003
681	2005
682	1999
683	2005
684	1997
685	2005
686	2005
687	2004
688	1993
689	1993
690	2005
691	2000
692	2000
693	2002
694	2003
695	1997
696	2005
697	2001
698	1993
699	2001
700	2004
701	2002
702	1993
703	1993
704	2002
705	2002
706	2001
707	2005
708	2004
709	1996
710	1992
711	1993
712	1993
713	2002
714	1993
715	2005
716	1994
717	1998
718	1994
719	2002
720	1998
721	1997
722	2004
723	2002
724	1993
725	2003
726	2000
727	2002
728	2004
729	2001
730	2001
731	2004
732	2004
733	2002
734	2005
735	1993
736	2001
737	2005
738	2005
739	2001
740	2005
741	2003
742	1999
743	1998
744	1994
745	1996
746	2005
747	1993
748	2002
749	2001
750	1998
751	1999
752	2001
753	2003
754	2002
755	2004
756	2005
757	2003
758	2005
759	1993
760	2001
761	1999
762	2004
763	2001
764	2004
765	2004
766	1994
767	1999
768	2004
769	1993
770	2004
771	2002
772	1999
773	1993
774	1994
775	2002
776	2004
777	2001
778	2001
779	1995
780	2005
781	2005
782	2005
783	2005
784	1993
785	1994
786	1993
787	2000
788	2000
789	1999
790	1998
791	2001
792	2004
793	1998
794	1993
795	2001
796	2002
797	2001
